98.64605;0;0
101.2353;0;0
103.8217;0;0
106.4096;-6.22222232818604;0
108.9945;4.91111087799072;0
111.5767;-29.5396823883057;0
114.1602;-16.0864200592041;0
116.7409;23.2424240112305;0
119.3209;46.7863235473633;0
121.9002;22.6666660308838;0
124.4788;-23.4444446563721;0
127.0566;-46.9298248291016;0
129.6317;-9.02645492553711;0
132.2038;12.28502368927;0
134.7796;49.4000015258789;0
137.3503;33.601490020752;0
139.9204;32.188362121582;0
142.4919;56.7676048278809;0
145.0584;83.5864028930664;0
147.6242;108.889404296875;0
150.1914;100.237724304199;0
152.7579;104.205589294434;0
155.3216;124.664398193359;0
157.8846;132.767868041992;0
160.4448;172.378173828125;0
163.0085;150.721420288086;0
165.5672;174.20671081543;0
168.1232;171.884887695313;0
170.6826;202.180633544922;0
173.2372;235.742065429688;0
175.7931;268.540771484375;0
178.3463;322.41748046875;0
180.8966;318.734008789063;0
183.4504;348.91455078125;0
185.9993;320.916778564453;0
188.5476;351.181243896484;0
191.0972;315.877807617188;0
193.644;317.881744384766;0
196.1859;314.125946044922;0
198.7335;332.684112548828;0
201.2761;333.486480712891;0
203.8201;298.280303955078;0
206.3593;268.803466796875;0
208.8998;303.890197753906;0
211.4397;364.026306152344;0
213.9746;423.324279785156;0
216.5109;423.442687988281;0
219.0487;441.820587158203;0
221.5816;467.450653076172;0
224.1158;505.149108886719;0
226.6473;538.40966796875;0
229.176;539.42724609375;0
231.7082;537.5986328125;0
234.2355;514.548767089844;0
236.7643;472.471832275391;0
239.2902;477.26318359375;0
241.8133;497.631072998047;0
244.3379;503.559844970703;0
246.8618;493.493743896484;0
249.3828;504.616516113281;0
251.9053;513.870788574219;0
254.423;514.161437988281;0
256.942;508.893157958984;0
259.4603;534.520690917969;0
261.9759;533.199645996094;0
264.4887;466.011962890625;0
267.005;434.376739501953;0
269.5164;463.530639648438;0
272.0292;512.898803710938;0
274.5393;597.943420410156;0
277.0466;598.427673339844;0
279.5574;597.780212402344;0
282.0654;540.535278320312;0
284.5686;553.5400390625;0
287.0752;583.648986816406;0
289.5791;606.423034667969;0
292.0803;591.820495605469;0
294.5828;578.776977539062;0
297.0826;551.531860351563;0
299.5838;542.173217773438;0
302.0801;564.380737304688;0
304.5758;555.329772949219;0
307.0749;555.054565429688;0
309.5672;507.013000488281;0
312.0608;458.212066650391;0
314.5558;413.891693115234;0
317.044;410.586761474609;0
319.5377;454.771453857422;0
322.0266;486.342193603516;0
324.5127;506.762268066406;0
327.0023;553.651123046875;0
329.4871;606.077880859375;0
331.9691;634.17724609375;0
334.4547;583.309936523438;0
336.9353;543.832458496094;0
339.4174;513.255920410156;0
341.901;564.636596679687;0
344.3776;610.1826171875;0
346.8577;605.609375;0
349.333;612.713439941406;0
